source,target
buxom,buxom
flexibility,FLEXIBILITY
grammarians,व्याकरणविदों
j'allais,j'allais
lieb,झूठ बोलना
motherless,माता के बिना
return'd,लौटना होगा
rollicking,आनंद मचानेवाला
stabbing,छुरा
stretcher,स्ट्रेचर
Andrew,एंड्रयू
Cochrane,कोक्रेन
Hispaniola,Hispaniola
Tenez,टेनेज़
Venus,शुक्र
comedian,हास्य अभिनेता
corpulent,चर्बीयुक्त
lis,फूल
litigation,मुकदमेबाज़ी
mouchoir,माउचर
pillory,निंदा करना
pria,प्रिया
religious,धार्मिक
stylish,स्टाइलिश
sunsets,सूर्यास्त
'who,'who
CLOWN,जोकर
DECEMBER,दिसम्बर
Harold's,हैरोल्ड का
THEN,फिर
arraigned,arraigned
braids,चोटियों
cabaret,काबरे
classify,वर्गीकृत
credits,क्रेडिट
j'aie,j'aie
presentment,उपस्थित करने का कार्य
quake,भूकंप
solidarity,एकजुटता
traditions,परंपराओं
viii,आठवीं
vår,वा ¥ र
Castor,रेंड़ी
Inquiry,जांच
Justine,जस्टिन
MAKE,बनाना
Miltoun,मिल्टाउन
Vengeance,प्रतिशोध
excels,एक्सेल
immunities,उन्मुक्ति
maux,Maux
observer,देखने वाला
pronounced,उच्चारण
rotted,सड़
Campaign,अभियान
Dock,गोदी
Men,पुरुषों
Quando,कुंडो
Themistocles,Themistocles
Weak,कमज़ोर
cede,सौंपना
conséquent,consÃ © क्वेंट
dependencies,निर्भरता
depressed,उदास
hostelry,छात्रावास
olemme,Olemme
plaît,प्लाया®
roemische,घूमने का स्थान
tenue,टेन्यू
tournait,सैर करना
unpleasing,से भी मैं
Boy,लड़का
Brass,पीतल
Gracie,ग्रेसी
Hund,हुंड
Receive,प्राप्त करना
White,सफेद
blistered,छाला हुआ
dastardly,डरपोक
patron,संरक्षक
picturing,चित्रांकन
practitioners,चिकित्सकों
rapier,हलकी तलवार
rouva,रौवा
sands,रेत
surrendered,आत्मसमर्पण कर दिया
wearying,पहने हुए
Arabians,अरब
Becker,बेकर
bond,बॉन्ड
breakdown,टूट - फूट
couverte,एक प्रकार का पौधा
distrust,शक
folgenden,फोल्गेन्डेन
legt,टांग
lourd,लाउर्ड
rhyming,अंत्यानुप्रासवाला
updated,अद्यतन
wheresoever,जहां कहीं
yr,साल
ERNEST,अर्नेस्ट
gasoline,पेट्रोल
gevoel,Gevoel
l'être,l'Ã ltre
pistoles,पिस्तौल
tolling,टोलिंग
twopence,जुड़वांपन
variant,प्रकार
vitality,प्राण
Bang,धमाके
Brahmans,ब्राह्मण
Chalk,चाक
Damaris,दमारिस
James',जेम्स '
Lynde,लिंडे
deny,मना
dispersing,dispersing
infallibility,अभ्रांतता
italics,तिर्छा
jorden,जोर्डन
loot,लूट
pumpkin,कद्दू
regimen,आहार
strongly,दृढ़ता से
townships,उपनगर
Berenice,बर्नीस
Napier,नेपियर
Power,शक्ति
detrimental,हानिकारक
madman,पागल आदमी
pianist,पियानोवादक
react,प्रतिक्रिया
renoncer,नाम बदलनेवाला
taxation,कर लगाना
tuvo,tuvo
Chateaubriand,चतुर्युब्रिंद
Lem,लेम
Modeste,मोडस्टे
Potsdam,पॉट्सडैम
alderman,उर्ननग रपाल
fillet,पट्टिका
floundering,लहराता हुआ
gipsies,जिप्सी
hooren,हूरें
pelting,मूसलधार
profligacy,आवारगी
ramener,माली
released,रिहा
soups,सूप
wherewithal,साधन
Allen's,एलन का
Inn,सराय
Kyllä,KyllÃ¤
Lords,प्रभुओं
Lucilla,ल्युसिला
Ordinary,साधारण
SAME,वही
Treasury,ख़ज़ाना
bawling,चोंच मारना
crabbed,केकड़ा हुआ
katseli,कटेली
plaintively,शोकपूर्ण
quite,काफी
reproducing,प्रजनन
resort,सहारा
scrubbing,स्क्रबिंग
unsrer,अनिश्चित
Dorchester,डोरचेस्टर
Feinde,Feinde
Never,कभी नहीँ
Shepherd's,चरवाहे का
Victoire,पीड़ित व्यक्ति
acceptance,स्वीकार
alguno,अल्गुनो
deprecated,पदावनत
egoism,अहंभाव
flurry,घबराहट
holy,पवित्र
mote,धूलि का कण
notables,कुलीन लोग
parlors,पार्लरों
répondait,rÃ © पोंडित
scrubby,छोटे क़द का
separately,अलग से
sollst,टालमटोल करना
ANN,ऐन
Antwerp,एंटवर्प
DEAD,मृत
Mavering,उकसाना
Nemesis,नेमसिस
O'Malley,ओ'मैली
Regarding,के बारे में
barrow,ठेला
cannibal,नरभक्षक
equation,समीकरण
essences,सुगंध
finishes,खत्म
increasing,बढ़ रहा
materialistic,भौतिकवादी
mess,गड़बड़
parent's,माता-पिता का
pelted,फेंके
répondu,rÃ © पोंडू
unsuccessful,असफल
ye've,तुमको है
Jersey,जर्सी
Silently,चुप चाप
accusation,आरोप
caribou,कारिबू
disproportionate,असंगत
final,अंतिम
humors,हास्य
metamorphosis,कायापलट
outnumbered,अधिक संख्या
scaffolding,मचान
vorhanden,Vorhanden
Instances,उदाहरण
Science,विज्ञान
Sung,सुंग
attacks,आक्रमण
bold,साहसिक
chambres,चंबल
deprivation,हानि
llegar,लेलेगर
subtler,सूक्ष्म
Buddhists,बौद्धों
Desvarennes,Desvarennes
Dutchmen,डच लोग
Hollow,खोखले
acre,एकड़
annotated,एनोटेट
bewailed,विस्मित होना
cuff,कफ़
dimples,डिम्पल
divisions,डिवीजनों
inculcate,मन में बैठाना
komm,आओ
lagoons,लैगून
n'aurais,n'aurais
odeur,ओदुर
scenic,सुंदर
troppo,टुकड़ी
worauf,वराह
Crimean,क्रीमिया
Fetch,लाना
Kazan,कज़ान
Kindly,की कृपा करे
McKinley,मैककिनले
attache,कागज़ात रखने का छोटा बक्स
correspondingly,तदनुसार
fiftieth,पचास
stations,के स्टेशन
surmount,बढ़ना
technology,प्रौद्योगिकी
tiefer,बाँधना
toast,टोस्ट
Pen's,पेन का है
Plainly,स्पष्ट रूप से
Source,स्रोत
ajouter,ajouter
boxed,बॉक्स्ड
chargeable,प्रभार्य
gruel,मांड़
hätten,hā¤tten
lasses,लस्सी
pensé,pensÃ ©
pointedly,लक्ष्य करके
répéta,रा © © पा © ता
uselessness,अनुपयोगिता
Cardinal's,कार्डिनल का
ODA,ओडीए
ROMAN,रोमन
chemists,दवा की दुकानों
elämän,elÃ¤mÃ¤n
know'st,पता है
monument,स्मारक
Cynthia,सिंथिया
Lied,झूठ बोला
Mackintosh,लबादा
Mynheer,मेन्हीर
Reasons,कारणों
Stark,निरा
circumcision,परिशुद्ध करण
convaincu,समझानेवाला
dilate,चौड़ा करना
dirigea,डरिगिया
eclat,शोभा
fawning,चापलूस
glens,चमकता है
home.',घर।'
jay,नीलकंठ
johon,जॉन
occupations,व्यवसायों
paraphernalia,सामग्री
pretender,दावेदार
skates,पटरियां
unsullied,शुद्ध
Abigail,अबीगैल
Equally,समान रूप से
Oliver,ओलिवर
Treason,राज-द्रोह
Wizard,जादूगर
alligator,मगर
bear's,भालू
closets,closets
copper,तांबा
demandant,मांग करनेवाला
preconceived,पूर्वकल्पित
pursuant,अनुसारी
slouched,झुका हुआ
sopra,सोपरा
thoroughbred,शुद्धरक्त
wollte,वुल्फ
Gore,तिकोना कपड़ा
Passions,जुनून
adv,अभिभाषक
boarder,आवासी
clambering,अकड़ना
comets,धूमकेतु
entertained,मनोरंजन
koenne,कोइने
muuten,Mututen
olde,पुराना
patiently,धैर्यपूर्वक
punctilious,ज़रूरत से ज़्यादा परिशुद्ध
spasms,ऐंठन
Admiral's,एडमिरल का
Conscious,सचेत
belongs,अंतर्गत आता है
brillante,शानदार
briskly,तेज
delicate,नाज़ुक
typing,टाइपिंग
vigorously,ज़ोरों के साथ
Ascension,अधिरोहण
Fleury,Fleury
caricatures,हास्य चित्र
diagrams,चित्र
mers,एमईआरएस
populace,आबादी
shovels,फावड़ियों
'Ye,'' य
Celui,सेलुई
Deutsche,ड्यूश
Secretary,सचिव
backwoods,सुनसार जंगल
bonheur,बोनहुर
defined,परिभाषित
dissolved,भंग
drudge,परिश्रम से काम करना
enormous,विशाल
integrity,अखंडता
l'âge,l'Ã ¢ जीई
leased,पट्टे पर
marks,निशान
wen,वेन
Apostolic,देवदूत-संबंधी
Bolivar,बोलिवर
Bolivia,बोलीविया
Cocke,कॉके
Cruel,निर्दयी
Ginevra,जिनव्रा
Liverpool,लिवरपूल
Renee,रेनी
abhorrent,घिनौना
anticipation,प्रत्याशा
castes,जातियों
compromises,समझौता
extinguishing,शमन
falsity,असत्यता
homicide,मानव हत्या
inclination,झुकाव
journey's,यात्रा का
nitric,नाइट्रिक
reconciliation,सुलह
savons,सावन
swish,बेंत की मार
verschiedene,Verschiedene
Contrary,विरोध
Mela,मेले
Monastery,मठ
Pferd,Pferd
ange,ange
bet,शर्त
closeness,निकटता
elevation,ऊंचाई
fortifying,दृढ़
honderd,सम्मानित किया गया
laments,विलाप
miscreant,बदमाश
predicate,विधेय
railway,रेलवे
rains,बारिश
reichen,फिर से खोलना
stillen,फिर भी
Bitnet,बिटनेट
Claudio,क्लाउडियो
Friesland,फ्रीसलैंड
Sicily,सिसिली
desperation,निराशा
fran,फ्रान
gash,पाछ
gull,मूर्ख मनुष्य
longitudinal,अनुदैर्ध्य
practical,व्यावहारिक
schip,schip
tinder,tinder
vengeful,तामसिक
Blicke,ब्लिके
Kerry,केरी
Kom,कोम
Perceval,पेर्सवल
Ratisbon,रैटिसबोन
barrel,बैरल
coursing,दौड़
emanated,उत्पन्न हुआ
finally,आखिरकार
ravine,नाला
rifles,राइफल
umpire,अंपायर
BACK,वापस
Connaught,कनॉट
Liza,लिज़ा
SATURDAY,शनिवार
Sexual,यौन
Swiftly,तेजी से
buttresses,नितंब
descend,उतरना
initiate,आरंभ
outrage,उल्लंघन
pone,मकई की रोटी
uren,पेशाब करना
verging,क्रिया करना
wier,व्यर्थ
Alden,एल्डन
Frankfurt,फ्रैंकफर्ट
Italie,इटली
Lousteau,लौटेऊ
Roland,रोलाण्ड
accented,उच्चारण चिह्न
crie,रोना
danse,दान करना
delta,डेल्टा
indigent,दरिद्र
kingship,शासन
seis,सीस
unexpected,अप्रत्याशित
år,Ã ¥ आर
A.H.,ए.एच.
Artist,कलाकार
Damit,कपड़े
Lion's,सिंह का है
UNIDO,यूनिडो
advocating,वकालत
beheld,देखना
braccia,ब्रेकिया
cataracts,मोतियाबिंद
d'Angleterre,डीएंगल्टर
keek,गुप्त रूप से निगरानी करना
soort,कालिख
unsparing,निर्मम
uproar,कोलाहल
ISO,आईएसओ
Joint,संयुक्त
Material,सामग्री
Mint,पुदीना
OTHERS,अन्य
ayez,ayez
chasser,चेज़र
discreditable,लज्जाजनक
exult,मग्न होना
frugality,स्वल्प व्ययिता
ili,इली
midwife,दाई
nausea,जी मिचलाना
pertinacity,ज़िद
phlegmatic,सुस्त
prirent,प्रधान
qualité,QualitÃ ©
riflemen,राइफलधारी
stoutest,निष्ठुर
tasteless,को फीका
Alley,गली
Chuck,चक
Faculty,संकाय
Fer,फेर
Hasn't,नहीं किया है
Leidenschaft,लीडेंसचफ्ट
Lister,भरती करनेवाला
Papacy,पोप का पद
Ranger,रेंजर
Setting,स्थापना
allurements,प्रलोभन
anden,और
blive,आनंदित होना
bounced,बाउंस
distinguer,भेद करनेवाला
défense,d © © fense
equable,हमवार
hilarious,उल्लसित
larmes,लार्म्स
searches,खोजें
shilling,शिलिंग
twirling,घुमा देना
veranda,बरामदा
Allen,एलन
Butterfly,तितली
Gilles,गाइल्स
Hollis,होलिस
Leibnitz,Leibnitz
Philemon,फिलेमोन
Rustem,रुस्तम
Thirteenth,तेरहवां
Throwing,फेंकने
arcades,आर्केड
cranes,क्रेन
eighteen,अठारह
existences,अस्तित्व
fetter,बेड़ी
laddie,बालक
this.',यह।'
who'll,कौन हूँ
Distinguished,विशिष्ट
Dyke,बांध
Handbook,पुस्तिका
Hugh's,ह्यूज की
Inhabitants,निवासियों
arching,मेहँदी लगाना
confessional,कंफ़ेसियनल
pyre,चिता
rod,छड़ी
tax,कर
viendra,विरेन्द्र
Evangelical,इंजील का
Growth,विकास
Horne,हॉर्न
Orthodox,रूढ़िवादी
Owen,ओवेन
amore,अमोर
bristled,दम तोड़ दिया
friends',दोस्त'
informed,सूचित किया
jogged,टहलना
keenly,गौर से
quicksilver,पारा
rideaux,उपहास करना
skylight,रोशनदान
Bedouin,कंजर
Choice,पसंद
Printing,मुद्रण
Truth,सत्य
deeper,और गहरा
eorum,Eorum
redolent,सुगंध का
rostro,समास में प्रयुक्त रूप
s'appelle,s'appelle
suggest,सुझाना
surely,निश्चित रूप से
unmanageable,असहनीय
waists,लोगों की कमर
Daylight,दिन का प्रकाश
Dolphin,डॉल्फिन
Honoria,होनोरिया
Mathias,मैथियास
entrar,entrar
inversion,उलट देना
kinde,दयालु
leases,पट्टों
mausoleum,समाधि
middling,मंझला
mont,मोंट
namn,नमन
recovers,ठीक हो जाए
Diana's,डायना का
Philippus,फिलीपस
etext,इत्तेफ़ाक़ से
flooring,फर्श
hackney,किराये पर लिया हुआ
housekeeper,नौकरानी
impossibility,असंभावना
indented,दांतेदार बना हुआ
lugubrious,शोकाकुल
toothache,दांत दर्द
Britain's,ब्रिटेन के
HOWARD,हावर्ड
Ivy,आइवी लता
Masse,सामूहिक रूप से
Sharon,शेरोन
absurdity,मूर्खता
apple,सेब
ballon,गुब्बारे
bellies,पेट
cares,चिन्ताओं
d'apres,डीएप्रेस
disclaimed,अस्वीकृत
disprove,असत्य सिद्ध करना
flutes,बांसुरी
foraging,खाना ढूंढना
gasp,हांफी
geschah,geschah
jeers,जेर
latin,लैटिन
necessitate,जरूरत
noted,विख्यात
portraiture,चित्रांकन
suspiciously,संदेह से
urchins,अर्चिन
usable,प्रयोग करने योग्य
Cr,सीआर
IMO,IMO
Israelite,इस्राएली
JANUARY,जनवरी
Sic,इस प्रकार से
Wallis,वालिस
antagonist,प्रतिपक्षी
cts,सीटीएस
gleichen,गलिचेन
inne,inne
omissions,चूक
orifice,छिद्र
suuren,सुरेन
vrienden,Vrienden
ART,कला
Anno,अन्नो
Graham,ग्राहम
Namur,नामुर
Nicholson,निकोल्सन
Pastoral,देहाती
Ulick,उलूक
clergyman's,पादरी का
diaphragm,डायाफ्राम
effusions,बहाव
experimenting,प्रयोग
fitfully,उचित रूप से
foam,झाग
givin',Givin '
haven't,नहीं है
kommit,कोमिट
luster,आभा
playmates,खेलने वाले
raconta,रैन्कोटा
serpentine,टेढ़ा
snail,घोंघा
tuskin,टस्किन
unmoved,स्थिर
Aleck,अलेक
Betsey,बेट्सी
Indem,Indem
Magistrate,मजिस्ट्रेट
affirmative,सकारात्मक
meest,meest
remarquable,पुनर्विवाह करने योग्य
selfish,स्वार्थी
sueur,शुचिता
Coll,कोल
Marlowe,मारलोवे
Wingfield,विंगफील्ड
affronted,अपमानित
beating,पिटाई
beholden,कृतज्ञ
closeted,गुप्त
dummy,डमी
inquire,पूछताछ
logique,लॉगिक
militaires,आतंकवादी
quizzical,हास्योत्पादक
reconnaitre,टोही
relaxed,ढील
vragen,वृजन
yoke,घोड़े का अंसबंध
CHESHIRE,चेशायर
Jonson's,जोंसन का
Marsa,मार्सा
Scripture,इंजील
Sonnets,सोंनेट्स
Teachers,शिक्षकों की
VISIT,यात्रा
Valleys,घाटियों
anoint,अभिषेक
curry,करी
dilute,पतला
inconvenience,असुविधाजनक
mm,मिमी
petitioners,याचिकाकर्ताओं
professedly,प्रतिज्ञापूर्वक
richesse,अमीर
strangling,गला
zitten,काट लिया
Cecily,Cecily
Cinderella,सिंडरेला
Innocence,बेगुनाही
Monica,मोनिका
Nichols,निकोल्स
Stamp,डाक टिकट
Staunton,Staunton
VICTOR,विजेता
WATER,पानी
assurer,बीमा करनेवाला
bloodshed,रक्तपात
cows,गायों
deathbed,मृत्युशय्या
freien,फ्रीयन
greets,स्वागत करती है
hillocks,पहाड़ियों
inattentive,असावधान
lut,लुत
opportunities,अवसरों
unattractive,बदसूरत
Block,खंड मैथा
Catherine,कैथरीन
Dickson,डिक्सन
Elton,एल्टन
Hill's,पहाड़ी का
Nedda,नड्डा
conspirator,षड्यंत्रकारी
cooing,सहवास करना
dolor,मातम
drawer,दराज
presides,अध्यक्षता
turquoise,फ़िरोज़ा
Deuteronomy,व्यवस्था विवरण
Permanent,स्थायी
Pol,पोल
geval,भूगोल
lurched,दुबका हुआ
nunnery,ज़नाना मठ
nächsten,nā¤chsten
watercourse,धार
wien,वियेना
Euphemia,यूफेमिया
Weather,मौसम
Wr,लिख दिया
bastion,बुर्ज
ber,हिट
calibre,कैलिबर
deuil,deuil
epoque,इपोक
geschieht,Geschieht
hideously,घोर रूप से
patients,मरीजों
rebuff,प्रतिघात
rime,निहार
utmost,अधिकतम
Britannic,ब्रीटन्नीअ का
Ufer,उफर
conduisit,उपद्रव करनेवाला
dramatically,नाटकीय रूप से
entree,दखल
favorite,पसंदीदा
fin,पंख
haud,हौद
hire,किराये
joie,जॉय
likeness,समानता
operatic,ओपेरा का
stubbornness,हठ
thong,पेटी
Census,जनगणना
Crescent,क्रिसेंट
Gefuehl,गेफ्यूहल
Handlung,हथकड़ी
Satz,सतज
concocted,मनगढ़ंत
fanden,भटकना
homage,श्रद्धा
inspired,प्रेरित
lading,भार रखना
puppets,कठपुतलियों
undressing,थे- कपड़े उतारना
yielded,झुकेंगे
ADDRESS,ADDRESS
assuage,शांत करना
goad,अंकुश
lordships,लॉर्डशिप
multa,बहु
quarreling,झगड़ा
resin,राल
sarcastically,व्यंग्य से
severer,गंभीर
shocked,हैरान
Bell's,बेल का
Gama,गामा
Institute,संस्था
Phipps,फिप्स
brillant,प्रतिभाशाली
dirge,शोकगीत
flanking,अगल
largo,लार्गो
locomotion,हरकत
markedly,स्पष्ट रूप से
purring,आड़
quantité,quantitÃ ©
rambled,भाग गया
shrapnel,गंजगोला
uncivil,अशिष्ट
violente,उल्लंघन करनेवाला
'She's,'वह है
Aldegonde,एल्डेगोंडे
GO,जाओ
Gil,गिल
Jugurtha,जुगुरथा
Stück,स्टैक
XXXV,XXXV
abeyance,ठंडे बस्ते
confidently,आत्मविश्वास से
dispassionate,आवेगहीन
exponent,प्रतिपादक
l'ami,लामी
reich,रैह
restaurant,खाने की दुकान
scaffold,पाड़
sparsely,कम
tem,मंदिर
Addison's,एडिसन का
Cadurcis,कडूरसीस
Elsie's,एल्सी का
Indus,सिंधु
LEMMY,LEMMY
Mimi,मिमी
Stedman,स्टेडमैन
Traveller,यात्री
bestial,वहशी
bonus,बक्शीश
craignait,लालसा
daarom,Daarom
iced,आइस्ड
inconstancy,चंचलता
pleas,दलीलों
rags,लत्ता
unaltered,स्थिर
violinist,वायोलिन बाजनेवाला
Aline,पंक्ति में करना
Angelique,एंजेलिक
Appearance,दिखावट
Ar,एआर
Continue,जारी रखें
Portia,पोर्टिया
Ranald,रानल्ड
Vladimir,व्लादिमीर
aboue,अबू
accidents,दुर्घटनाओं
cherub,चेस्र्ब
cramp,ऐंठन
degeneration,अध: पतन
grasshoppers,टिड्डे
grimaces,मुस्कराहट
penalty,दंड
Farm,खेत
MAUD,मॉड
Mad,पागल
WOMEN,महिलाओं
felicitous,परम सुखी
handicapped,विकलांग
hysterics,मिरगी
indios,इंडियोस
paddock,मंडूक
pendent,लटकता हुआ
photograph,फोटो
twining,ट्विनिंग
Beatrice,बीट्राइस
CASE,मामला
Dionysus,Dionysus
Gnaden,ज्ञानदान
Math,गणित
Stefan,स्टीफन
abreve,संक्षिप्त करें
corse,कोर्स
dearie,प्रिय
disown,अस्वीकार
dispossessed,बेदख़ल
dissuaded,रोक
egress,निकास
hermano,हेरमानो
ornamentation,अलंकरण
partakers,सहभागी
pasture,चरागाह
speculator,सट्टेबाज़
Belcher,बेलचर
Bingham,बिंघम
Shakspeare's,शेक्सपियर का
Verty,सत्यता
disembarked,उतरे
falta,बाज़
foodstuffs,खाने की चीज़ें
inhabits,पाई
qualités,qualitÃ © एस
squalor,गंदगी
stammer,हकलाना
waging,छेड़ने
womit,उल्टी
Debt,कर्ज
Divorce,तलाक
Firm,दृढ़
Isabel,इसाबेल
Langton,लैंग्टन
Press,दबाएँ
Som,सोम
Thoreau,थोरो
XXXVIII,XXXVIII
appendages,उपांग
hammer,हथौड़ा
kidney,गुर्दा
mister,श्रीमान
promoters,प्रमोटरों
ribs,पसलियां
roan,ख़ाकी
tilting,झुकाव
Fort,किला
Lauzun,लाजुन
Madame's,मैडम का
Simon,साइमन
admonish,धिक्कारना
bonnet,ढक्कन
contentions,संतोष
cypresses,सरू
ensemble,कलाकारों की टुकड़ी
lineaments,वंशावली
muddle,गड़बड़ी
pedant,रूढ़िवादी
pleure,फुंसी
resurrection,जी उठने
sink,सिंक
Colfax,कोलफैक्स
Jamestown,जेम्सटाउन
Regency,राज-प्रतिनिधि का पद
Terre,टेरे
Wunder,गरजना
chanson,गीत
code,कोड
conquers,को जीत लेता है
holier,पवित्र
misrepresented,गलत तरीके से
niece's,भतीजी का
rationally,तर्क से
s'adressant,s'adressant
teas,चाय
unbidden,बेबुलाया
Continuing,सतत
ELECTRONIC,इलेक्ट्रोनिक
HIGH,उच्च
Hm,एचएम
PEACE,शांति
Parnell,पार्नेल
Thee,तेरा
Zy,ज़ी
belike,उस जैसे रहो
grammar,व्याकरण
incorporate,शामिल
lille,लिली
monk,साधु
monkish,मुनि के समान
restaient,संयमी
swooned,झपट्टा मारा
Davison,डेविसन
Head,सिर
Quijote,छोड़ देना
Willow,विलो
cité,साइटो ©
deux,ड्यूक्स
earns,कमाता
harmoniously,सौहार्दपूर्वक
heroically,वीरतापूर्वक
mare,घोड़ी
prate,खोल देना
submits,प्रविष्टियों पर
suh,सु धा
weare,हम हैं
wenigen,वेनजेन
Blest,महाभाग
Fredericksburg,Fredericksburg
Heureusement,आकर्षण
Meynell,मेयनेल
Recollections,अनुस्मरण
centimes,सेंटाइम्स
chercha,चरचा
consonants,व्यंजन
dispersed,तितर - बितर
drills,अभ्यास
kidnapped,अपहरण
levers,लीवर
mellan,मेलन
pianoforte,पियानोफ़ोर्टे
sinning,पाप
sounded,लग रहा था
två,tvÃ ¥
vii,सातवीं
'See,'देख
Charlestown,Charlestown
Desdemona,डेस्डेमोना
Machine,मशीन
Manila,मनीला
Merthyr,मेरथुर
cardinal,कार्डिनल
humanly,आदमियत से
hung,त्रिशंकु
insecure,असुरक्षित
itch,खुजली
mixtures,मिश्रण
ove,ओव
tala,ताला
uncleanness,अशुद्धता
wiederum,Wiederum
CHRISTMAS,क्रिसमस
Phebe,फेबे
WIPO,डब्ल्यूआईपीओ
annulled,रद्द
bloomin',ब्लोमिन
dynasty,वंश
moods,मूड
overt,अपरोक्ष
roll,घूमना
tavern,मधुशाला
Antigua,एंटीगुआ
Campo,कैंपो
Egremont,Egremont
Feel,मानना
Sail,जलयात्रा
Silurian,सिलुरियन
cayenne,लाल मिर्च
combination,मेल
invoking,प्रेरक
moderation,संयम
opportunely,ठीक वक्त पर
prove,साबित करना
wrongs,गलतियों को सुधारने
Exercise,व्यायाम
Graeme,ग्रीम
M'sieu',M'sieu '
Miller's,मिलर का
bespeak,पहले से शर्त करना
cakes,केक
cravings,cravings
defiles,अशुद्ध
disparut,विवाद करना
duo,जोड़ी
entrée,entrÃ © ई
forbidden,मना किया हुआ
glaubt,चमक
grudged,कर रखना चाहते
inorganic,अकार्बनिक
pant,पंत
pitkin,पिटकिन
ports,बंदरगाहों
sergeants,sergeants
thistle,थीस्ल
Catechism,जिरह
Longitude,देशान्तर
Sigismund,सिगिस्मंड
Sylvia's,सिल्विया का
Vine,बेल
acheter,आचमन करनेवाला
brach,शाखा
cradle,पालना
differences,मतभेद
envoya,दूत
erect,सीधा
evenings,शामें
kanssa,कंससा
meisje,meisje
membre,संस्मरण
photographer,फोटोग्राफर
sarcasm,ताना
surmises,surmises
END,समाप्त
Sheridan's,शेरिडन का
appropriating,appropriating
ch,चौधरी
commemorated,स्मरणोत्सव
droning,ड्रोनिंग
francaise,FRANCAISE
hver,पक्का करना
l'aspect,l'aspect
lak,लाक
louder,जोर
rubs,मालिश
schreiben,Schreiben
tsp,चम्मच
Brigadier,ब्रिगेडियर
Fables,दंतकथाएं
cupola,कुपोला
reinstated,फिर से बहाल
rewarded,पुरस्कृत
taxing,चुंगी का
Altesse,Altesse
Hearken,मेरी सुनो
Magnificent,शानदार
Pound,पौंड
answer'd,जवाब देंगे
besondere,besondere
chastised,सज़ा
cymbals,झांझ
futurity,भविष्यकाल
inexcusable,अक्षम्य
laconic,संक्षिप्त
lernen,लर्न
rudest,निष्ठुर
sion,सायन
ting,टिंग
utterly,बिलकुल
CLARK,क्लार्क
League,संघ
ORDER,गण
Osgood,ओस्गुड
auctioneer,नीलाम में बेचना
camps,शिविरों
cycles,साइकिल
emigrate,बसने
exodus,एक्सोदेस
indistinctly,अस्पष्टता से
intimidate,भयभीत
losses,हानि
money's,पैसे की
pocketbook,पॉकेटबुक
servitude,भृत्यभाव
shrine,मंदिर
unfrequented,बार बार
Cheshire,चेशायर
Dunstan,डंस्टन
Loss,हानि
Mikä,मिकआव
Misery,कष्ट
Traum,आघात
calculation,गणना
demeurait,विध्वंसकारी
deviate,विचलित
encased,संलग्न है
grove,कुंज
morsels,निवाला
portaient,चित्रमय
radiated,निकलने वाली
talte,ताल
vus,वुस
Andy,एंडी
Dred,मर गया
Sergey,सेर्गेई
baneful,अभिशप्त
derided,derided
egen,egen
father's,पिता की
geologist,भूविज्ञानी
marquis,इंग्लैंड के अमीरों की एक पदवी
merge,मर्ज
perusing,ध्यानपूर्वक पढ़ने
sauve,सौव
settlers,बसने
transcript,प्रतिलिपि
Abolitionists,दासता विरोधियों
Felsen,फेल्सन
Mifflin,मिफ्लिन
Schiff,शिफ़
Signal,संकेत
Urban,शहरी
armées,armÃ © तों
beverages,पेय
boating,नौका विहार
censure,निंदा
circumspect,चौकस
cowardice,कायरता
dram,घूंट
navigate,नेविगेट
peuple,एक प्रकार का पौधा
refugee,शरणार्थी
riuer,riuer
tread,चाल
'You'll,'आप करेंगे
Bank,बैंक
Hem,झालर
Moody,उदासीन
Woodburn,वुडबर्न
atteindre,Atteindre
coals,अंगारों
intrusive,दखल
philosophers,दार्शनिकों
pì,p¬ p
rencontré,rencontrÃ ©
satisfait,संतुष्ट करना
statements,बयान
suspect,संदिग्ध
Floyd,फ्लोयड
Mebbe,मेब्बे
Philosophers,दार्शनिकों
Porta,पोर्ट
Smart,होशियार
Thames,थेम्स
Tuileries,Tuileries
clubs,क्लब
considerably,काफी
disproportion,विषमता
eels,ईल
hounds,शिकारी कुत्ता
pas...,पीएएस ...
soiree,भोज
tumult,कोलाहल
watchword,नारा
Höhe,हा ँह
Length,लंबाई
Normandy,नॉरमैंडी
Peru,पेरू
Seemed,लग रहा था
appelé,appelÃ ©
deceives,धोखा
hoisting,उत्थापन
Caught,पकड़े गए
Jen,जेन
Neigung,नींगुंग
POWER,शक्ति
Pack,पैक
WHERE,कहाँ पे
abandons,को छोड़ दिया
analytical,विश्लेषणात्मक
assai,असाइ
dime,पैसा
distillation,आसवन
domineering,घमंडी
empor,एम्पोर
harmonized,सामंजस्य
l'herbe,l'herbe
maturity,परिपक्वता
notte,नोट करना
opus,ओपुस
pounce,झपट्टा
Bartja,बार्टजा
Helden,हेलेन
Tolstoy,टालस्टाय
doctrinal,मत-संबंधी
d,घ
                 r,                 आर
fathers',पिता की'
fix'd,ठीक कर देंगे
fold,तह
framers,निर्माताओं
fray,दंगा
jeer,मज़ाक उड़ाना
landowners,जमीन मालिकों
malheurs,मलेच्छ
naething,भोलापन
nerveless,हलका
tha,था
uncertainly,अनिश्च्त रूप से
vindt,vindt
vowing,प्रण
wann,वॉन
Pencroft,पेनक्रॉफ्ट
Sparks,स्पार्क्स
